source_language,target_language,source_text,target_text,table_name,source_comment,weight
uk,en,Авермектини,avermectin,UTIS,http://utis.in.ua/avermectin/,3
uk,en,Авермектин В1,avermectin-2,UTIS,http://utis.in.ua/avermectin-2/,3
uk,en,Авіапереліт,air-travels-and-pregnancy,UTIS,http://utis.in.ua/air-travels-and-pregnancy/,3
uk,en,Авіаперельоти вагітних,air-travels-and-pregnancy,UTIS,http://utis.in.ua/air-travels-and-pregnancy/,3
uk,en,Авіаперельоти при вагітності,air-travels-and-pregnancy,UTIS,http://utis.in.ua/air-travels-and-pregnancy/,3
uk,en,Авіл,pheniramine,UTIS,http://utis.in.ua/pheniramine/,3
uk,en,Авіомарин,dimenhydrinate,UTIS,http://utis.in.ua/dimenhydrinate/,3
uk,en,Аводарт,dutasteride,UTIS,http://utis.in.ua/dutasteride/,3
uk,en,Авонекс,avonex,UTIS,http://utis.in.ua/avonex/,3
uk,en,Агалзидаза бета,agalsidase-beta,UTIS,http://utis.in.ua/agalsidase-beta/,3
uk,en,Агальсидаза бета,agalsidase-beta,UTIS,http://utis.in.ua/agalsidase-beta/,3
uk,en,Агенераза,amprenavir,UTIS,http://utis.in.ua/amprenavir/,3
uk,en,Алглюкозидаза-a,alglucosidase-alfa,UTIS,http://utis.in.ua/alglucosidase-alfa/,3
uk,en,Алглюкозидаза альфа,alglucosidase-alfa,UTIS,http://utis.in.ua/alglucosidase-alfa/,3
uk,en,Аграстат,tirofiban,UTIS,http://utis.in.ua/tirofiban/,3
uk,en,Агрелід,agrelіd,UTIS,http://utis.in.ua/%d0%b0%d0%b3%d1%80%d0%b5%d0%bb%d1%96%d0%b4/,3
uk,en,Агрилін,agrelіd,UTIS,http://utis.in.ua/%d0%b0%d0%b3%d1%80%d0%b5%d0%bb%d1%96%d0%b4/,3
uk,en,Адалат,nifedipine,UTIS,http://utis.in.ua/nifedipine/,3
uk,en,Адалімумаб,adalimumab,UTIS,http://utis.in.ua/adalimumab/,3
uk,en,Адам,methylenedioxymethamphetamine,UTIS,http://utis.in.ua/methylenedioxymethamphetamine/,3
uk,en,Адапален,adapalene,UTIS,http://utis.in.ua/adapalene/,3
uk,en,Адапін,doxepin,UTIS,http://utis.in.ua/doxepin/,3
uk,en,Адацел,diphtheria-tetanus-pertussis-vaccine,UTIS,http://utis.in.ua/diphtheria-tetanus-pertussis-vaccine/,3
uk,en,γ-бензен гексахлорид,lindane,UTIS,http://utis.in.ua/lindane/,3
uk,en,Баготирокс,basiliximab,UTIS,http://utis.in.ua/basiliximab/,3
uk,en,Баета,exenatide,UTIS,http://utis.in.ua/%d0%b5xenatide/,3
uk,en,Базіліксімаб,basiliximab,UTIS,http://utis.in.ua/basiliximab/,3
uk,en,Байпрес,nitrendipine,UTIS,http://utis.in.ua/nitrendipine/,3
uk,en,Байпресс,nitrendipine,UTIS,http://utis.in.ua/nitrendipine/,3
uk,en,Байсилон,silicone-pectoral-implants,UTIS,http://utis.in.ua/silicone-pectoral-implants/,3
uk,en,Баклон,baclofen,UTIS,http://utis.in.ua/baclofen/,3
uk,en,Баклофен,baclofen,UTIS,http://utis.in.ua/baclofen/,3
uk,en,Бакмециламін,amdinocillin,UTIS,http://utis.in.ua/amdinocillin/,3
uk,en,Бактоклав,augmentin,UTIS,http://utis.in.ua/%d0%b0ugmentin/,3
uk,en,Бактрим,bactrim,UTIS,http://utis.in.ua/bactrim/,3
uk,en,Бактробан,bactroban,UTIS,http://utis.in.ua/bactroban/,3
uk,en,Бал (,unitol,UTIS,http://utis.in.ua/unitol/,3
uk,en,Балсалазид,balsalazide,UTIS,http://utis.in.ua/balsalazide/,3
uk,en,Балурол,pipemidic-acid,UTIS,http://utis.in.ua/pipemidic-acid/,3
uk,en,Бальзам перуанський,propolis,UTIS,http://utis.in.ua/propolis/,3
uk,en,Бараклюд,entecavir,UTIS,http://utis.in.ua/entecavir/,3
uk,en,Барбітал,barbital,UTIS,http://utis.in.ua/barbital/,3
uk,en,Барвник 10 натуральний жовтий,quercetin,UTIS,http://utis.in.ua/quercetin/,3
uk,en,Баросмін,diosmin,UTIS,http://utis.in.ua/diosmin/,3
uk,en,Баріатрична хірургія,bariatric,UTIS,http://utis.in.ua/bariatric/,3
uk,en,Адвайр,salmeterol-3,UTIS,http://utis.in.ua/salmeterol-3/,3
uk,en,Адвіл,ibuprofen,UTIS,http://utis.in.ua/ibuprofen/,3
uk,en,Аддерал,ademetionine,UTIS,http://utis.in.ua/ademetionine/,3
uk,en,Адельгід оцтовий,acetaldehyde,UTIS,http://utis.in.ua/acetaldehyde/,3
uk,en,Адеметіонін,ademetionine,UTIS,http://utis.in.ua/ademetionine/,3
uk,en,Аденіну арабінозид,vidarabine,UTIS,http://utis.in.ua/vidarabine/,3
uk,en,Аденозин,adenosine,UTIS,http://utis.in.ua/adenosine/,3
uk,en,Аденокард,adenosine,UTIS,http://utis.in.ua/adenosine/,3
uk,en,Аденурік,adenuric,UTIS,http://utis.in.ua/adenuric/,3
uk,en,Адефовір діпівоксил,adefovir,UTIS,http://utis.in.ua/adefovir/,3
uk,en,Адіміцин,erythromycin,UTIS,http://utis.in.ua/erythromycin/,3
uk,en,Адіпекс,phentermine,UTIS,http://utis.in.ua/phentermine/,3
uk,en,Адіупресин,desmopressin,UTIS,http://utis.in.ua/desmopressin/,3
uk,en,АД-М,diphtheria-tetanus-pertussis-vaccine,UTIS,http://utis.in.ua/diphtheria-tetanus-pertussis-vaccine/,3
uk,en,Адразин,dimenhydrinate,UTIS,http://utis.in.ua/dimenhydrinate/,3
uk,en,Адреналін,corticotropin,UTIS,http://utis.in.ua/corticotropin/,3
uk,en,Адренокортикотропний гормон,corticotropin,UTIS,http://utis.in.ua/corticotropin/,3
uk,en,Адренор,noradrenaline,UTIS,http://utis.in.ua/noradrenaline/,3
uk,en,Адріаміцин,doxorubicine,UTIS,http://utis.in.ua/doxorubicine/,3
uk,en,Адруцил,fluorouracil,UTIS,http://utis.in.ua/fluorouracil/,3
uk,en,Адоніс-бром,bromides,UTIS,http://utis.in.ua/bromides/,3
uk,en,АДС,diphtheria-tetanus-pertussis-vaccine,UTIS,http://utis.in.ua/diphtheria-tetanus-pertussis-vaccine/,3
uk,en,АДС-М,diphtheria-tetanus-pertussis-vaccine,UTIS,http://utis.in.ua/diphtheria-tetanus-pertussis-vaccine/,3
uk,en,Адьювін,sertraline,UTIS,http://utis.in.ua/sertraline/,3
uk,en,Адцетрис,brentuximab-vedotin,UTIS,http://utis.in.ua/brentuximab-vedotin/,3
uk,en,Адцетріс,brentuximab-vedotin,UTIS,http://utis.in.ua/brentuximab-vedotin/,3
uk,en,Азакс,azithromycin,UTIS,http://utis.in.ua/azithromycin/,3
uk,en,Азактам,aztreonam,UTIS,http://utis.in.ua/aztreonam/,3
uk,en,Азаран,ceftriaxone,UTIS,http://utis.in.ua/ceftriaxone/,3
uk,en,Азарга,azarga,UTIS,http://utis.in.ua/azarga/,3
uk,en,Азатіоприн,azacytidine,UTIS,http://utis.in.ua/azacytidine/,3
uk,en,Азацитидин,azacytidine,UTIS,http://utis.in.ua/azacytidine/,3
uk,en,Азелаїнова кислота,azelex,UTIS,http://utis.in.ua/azelex/,3
uk,en,Азеластин,azelastine,UTIS,http://utis.in.ua/azelastine/,3
uk,en,Азелекс,azelex,UTIS,http://utis.in.ua/azelex/,3
uk,en,Азелік,azelex,UTIS,http://utis.in.ua/azelex/,3
uk,en,Азенапін,asenapine,UTIS,http://utis.in.ua/asenapine/,3
uk,en,Азептин,azelastine,UTIS,http://utis.in.ua/azelastine/,3
uk,en,Барідіум,phenazopyridine,UTIS,http://utis.in.ua/phenazopyridine/,3
uk,en,Баріцитиніб,baricitinib,UTIS,http://utis.in.ua/baricitinib/,3
uk,en,Батов,exenatide,UTIS,http://utis.in.ua/%d0%b5xenatide/,3
uk,en,Батьківський вплив та вагітність,father-and-pregnancy,UTIS,http://utis.in.ua/father-and-pregnancy/,3
uk,en,Батько – вплив на нього та вагітність партнерки,father-and-pregnancy,UTIS,http://utis.in.ua/father-and-pregnancy/,3
uk,en,Бацитрацин,bacitracin,UTIS,http://utis.in.ua/bacitracin/,3
uk,en,Бебі назол,phenylephrine,UTIS,http://utis.in.ua/phenylephrine/,3
uk,en,Бебтеловімаб,bebtelovimab,UTIS,http://utis.in.ua/bebtelovimab/,3
uk,en,Бевацизумаб,bevacizumab,UTIS,http://utis.in.ua/bevacizumab/,3
uk,en,Бедаквілін,bedaquiline,UTIS,http://utis.in.ua/bedaquiline/,3
uk,en,Безилат атракурію,atracurium,UTIS,http://utis.in.ua/atracurium/,3
uk,en,Безилат цисатракурію/німбекс,atracurium,UTIS,http://utis.in.ua/atracurium/,3
uk,en,Безифлоксацин офтальмологічний,besifloxacin,UTIS,http://utis.in.ua/besifloxacin/,3
uk,en,Безпропамін,amfetamine,UTIS,http://utis.in.ua/amfetamine/,3
uk,en,Безугрей,adapalene,UTIS,http://utis.in.ua/adapalene/,3
uk,en,Беклазон-еко,beclometasone-2,UTIS,http://utis.in.ua/beclometasone-2/,3
uk,en,Беклометазон,beclometasone-2,UTIS,http://utis.in.ua/beclometasone-2/,3
uk,en,Беклофорт,beclometasone-2,UTIS,http://utis.in.ua/beclometasone-2/,3
uk,en,Бексаротен,bexarotene,UTIS,http://utis.in.ua/bexarotene/,3
uk,en,Бекстра,valdecoxib,UTIS,http://utis.in.ua/valdecoxib/,3
uk,en,Беладонна,belladonna,UTIS,http://utis.in.ua/belladonna/,3
uk,en,Белара,combined-oral-contraceptives,UTIS,http://utis.in.ua/combined-oral-contraceptives/,3
uk,en,Белатасепт,belatacept,UTIS,http://utis.in.ua/belatacept/,3
uk,en,Белатацепт,belatacept,UTIS,http://utis.in.ua/belatacept/,3
uk,en,Белеодак,belinostat,UTIS,http://utis.in.ua/belinostat/,3
uk,en,Белімумаб,belimumab,UTIS,http://utis.in.ua/belimumab/,3
uk,en,Беліностат,belinostat,UTIS,http://utis.in.ua/belinostat/,3
uk,en,Белодерм,betamethasone,UTIS,http://utis.in.ua/betamethasone/,3
uk,en,Бенадрил,dyphenhydramine,UTIS,http://utis.in.ua/dyphenhydramine/,3
uk,en,Беназеприл,benazepril,UTIS,http://utis.in.ua/benazepril/,3
uk,en,Бенвлат,benzyl-benzoate,UTIS,http://utis.in.ua/benzyl-benzoate/,3
uk,en,Бендамустин,bendamustine,UTIS,http://utis.in.ua/bendamustine/,3
uk,en,Бендека,bendamustine,UTIS,http://utis.in.ua/bendamustine/,3
